issn,product_title_sort,Title,Format,product_id,Imprint,Primary Language,Vols Qty,Scheduled Vol Nos,Single Issues per volume,Open Access,Comment,imprints,issn_type,.id,V1
2197-425X,Intensive Care Medicine Experimental,Intensive Care Medicine Experimental,E OA C,40635,Springer,English,1,7,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,39
2197-425X,Intensive Care Medicine Experimental,Intensive Care Medicine Experimental,E OA C,40635,Springer,English,1,7,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,37
2047-7422,Interest Groups Advocacy,Interest Groups & Advocacy,E,41309,Palgrave Macmillan,English,1,8,3,Hybrid (Open Choice),Online version only available through an institutional license. Available in electronic format only.,Palgrave Macmillan,ISSN electronic,2015,24
2047-7422,Interest Groups Advocacy,Interest Groups & Advocacy,E,41309,Palgrave Macmillan,English,1,8,3,Hybrid (Open Choice),Online version only available through an institutional license. Available in electronic format only.,Palgrave Macmillan,ISSN electronic,2018,17
2047-7422,Interest Groups Advocacy,Interest Groups & Advocacy,E,41309,Palgrave Macmillan,English,1,8,3,Hybrid (Open Choice),Online version only available through an institutional license. Available in electronic format only.,Palgrave Macmillan,ISSN electronic,2017,16
2047-7422,Interest Groups Advocacy,Interest Groups & Advocacy,E,41309,Palgrave Macmillan,English,1,8,3,Hybrid (Open Choice),Online version only available through an institutional license. Available in electronic format only.,Palgrave Macmillan,ISSN electronic,2016,15
1970-9366,Internal Emergency Medicine,Internal and Emergency Medicine,E OF S,11739,Springer,English,1,14,8,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2016,219
1970-9366,Internal Emergency Medicine,Internal and Emergency Medicine,E OF S,11739,Springer,English,1,14,8,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2015,195
1970-9366,Internal Emergency Medicine,Internal and Emergency Medicine,E OF S,11739,Springer,English,1,14,8,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2017,182
1970-9366,Internal Emergency Medicine,Internal and Emergency Medicine,E OF S,11739,Springer,English,1,14,8,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2018,171
2008-6970,International Aquatic Research,International Aquatic Research,E OA OF,40071,Springer,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,33
2008-6970,International Aquatic Research,International Aquatic Research,E OA OF,40071,Springer,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,31
2008-6970,International Aquatic Research,International Aquatic Research,E OA OF,40071,Springer,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,29
2008-6970,International Aquatic Research,International Aquatic Research,E OA OF,40071,Springer,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,20
1746-4358,International Breastfeeding Journal,International Breastfeeding Journal,E OA C,13006,BioMed Central,English,1,14,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2016,55
1746-4358,International Breastfeeding Journal,International Breastfeeding Journal,E OA C,13006,BioMed Central,English,1,14,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2018,44
1746-4358,International Breastfeeding Journal,International Breastfeeding Journal,E OA C,13006,BioMed Central,English,1,14,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2015,34
1746-4358,International Breastfeeding Journal,International Breastfeeding Journal,E OA C,13006,BioMed Central,English,1,14,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2017,28
2192-3183,International Cancer Conference Journal,International Cancer Conference Journal,E OF S,13691,Springer,English,1,8,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2017,42
2192-3183,International Cancer Conference Journal,International Cancer Conference Journal,E OF S,13691,Springer,English,1,8,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2015,37
2192-3183,International Cancer Conference Journal,International Cancer Conference Journal,E OF S,13691,Springer,English,1,8,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2016,33
2192-3183,International Cancer Conference Journal,International Cancer Conference Journal,E OF S,13691,Springer,English,1,8,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2018,30
2008-6695,International Journal Advanced Structural Engineering,International Journal of Advanced Structural Engineering,E OA OF,40091,Springer,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,34
2008-6695,International Journal Advanced Structural Engineering,International Journal of Advanced Structural Engineering,E OA OF,40091,Springer,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,30
2008-6695,International Journal Advanced Structural Engineering,International Journal of Advanced Structural Engineering,E OA OF,40091,Springer,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,29
2008-6695,International Journal Advanced Structural Engineering,International Journal of Advanced Structural Engineering,E OA OF,40091,Springer,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,25
2093-2480,International Journal Aeronautical Space Sciences,International Journal of Aeronautical and Space Sciences,E,42405,"The Korean Society for Aeronautical & Space Sciences, co-published with Springer",English,1,20,4,Hybrid (Open Choice),Take-over in 2018. Former publisher: The Korean Society for Aeronautical & Space Sciences. Available in electronic format only.,other,ISSN electronic,2018,78
2366-1003,International Journal Anthropology Ethnology,International Journal of Anthropology and Ethnology,E OA C,41257,Springer,English,1,3,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,8
2366-1003,International Journal Anthropology Ethnology,International Journal of Anthropology and Ethnology,E OA C,41257,Springer,English,1,3,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,3
2466-1171,International Journal Arrhythmia,International Journal of Arrhythmia,E OA C,42444,BioMed Central,English,1,20,1,Fully Open Access,"Take-over, content expected in 2018. Former publisher: Korean Heart Rhythm Society. Available in electronic format only. Open Access.",BioMed Central,ISSN electronic,2016,39
2466-1171,International Journal Arrhythmia,International Journal of Arrhythmia,E OA C,42444,BioMed Central,English,1,20,1,Fully Open Access,"Take-over, content expected in 2018. Former publisher: Korean Heart Rhythm Society. Available in electronic format only. Open Access.",BioMed Central,ISSN electronic,2017,32
2466-1171,International Journal Arrhythmia,International Journal of Arrhythmia,E OA C,42444,BioMed Central,English,1,20,1,Fully Open Access,"Take-over, content expected in 2018. Former publisher: Korean Heart Rhythm Society. Available in electronic format only. Open Access.",BioMed Central,ISSN electronic,2018,10
1560-4306,International Journal Artificial Intelligence Education,International Journal of Artificial Intelligence in Education,E OF,40593,Springer,English,1,29,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2015,49
1560-4306,International Journal Artificial Intelligence Education,International Journal of Artificial Intelligence in Education,E OF,40593,Springer,English,1,29,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2016,45
1560-4306,International Journal Artificial Intelligence Education,International Journal of Artificial Intelligence in Education,E OF,40593,Springer,English,1,29,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2017,27
1560-4306,International Journal Artificial Intelligence Education,International Journal of Artificial Intelligence in Education,E OF,40593,Springer,English,1,29,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2018,10
1479-5868,International Journal Behavioral Nutrition Physical Activity,International Journal of Behavioral Nutrition and Physical Activity,E OA C,12966,BioMed Central,English,1,16,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2017,176
1479-5868,International Journal Behavioral Nutrition Physical Activity,International Journal of Behavioral Nutrition and Physical Activity,E OA C,12966,BioMed Central,English,1,16,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2015,170
1479-5868,International Journal Behavioral Nutrition Physical Activity,International Journal of Behavioral Nutrition and Physical Activity,E OA C,12966,BioMed Central,English,1,16,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2016,129
1479-5868,International Journal Behavioral Nutrition Physical Activity,International Journal of Behavioral Nutrition and Physical Activity,E OA C,12966,BioMed Central,English,1,16,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2018,93
2194-7511,International Journal Bipolar Disorders,International Journal of Bipolar Disorders,E OA C,40345,Springer,English,1,7,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,39
2194-7511,International Journal Bipolar Disorders,International Journal of Bipolar Disorders,E OA C,40345,Springer,English,1,7,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,28
2194-7511,International Journal Bipolar Disorders,International Journal of Bipolar Disorders,E OA C,40345,Springer,English,1,7,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,24
2194-7511,International Journal Bipolar Disorders,International Journal of Bipolar Disorders,E OA C,40345,Springer,English,1,7,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,24
1573-0743,International Journal Cardiovascular Imaging,The International Journal of Cardiovascular Imaging,E OF S,10554,Springer,English,1,35,12,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2017,243
1573-0743,International Journal Cardiovascular Imaging,The International Journal of Cardiovascular Imaging,E OF S,10554,Springer,English,1,35,12,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2015,238
1573-0743,International Journal Cardiovascular Imaging,The International Journal of Cardiovascular Imaging,E OF S,10554,Springer,English,1,35,12,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2016,219
1573-0743,International Journal Cardiovascular Imaging,The International Journal of Cardiovascular Imaging,E OF S,10554,Springer,English,1,35,12,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2018,158
2288-6729,International Journal Child Care Education Policy,International Journal of Child Care and Education Policy,E OA C,40723,Springer,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,14
2288-6729,International Journal Child Care Education Policy,International Journal of Child Care and Education Policy,E OA C,40723,Springer,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,13
2288-6729,International Journal Child Care Education Policy,International Journal of Child Care and Education Policy,E OA C,40723,Springer,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,12
2288-6729,International Journal Child Care Education Policy,International Journal of Child Care and Education Policy,E OA C,40723,Springer,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,9
2198-7823,International Journal Coal Science Technology,International Journal of Coal Science & Technology,E OA,40789,"China Coal Society, co-published with Springer",English,1,6,1,Fully Open Access,Chinese Library of Science. Available in electronic format only. Open Access.,other,ISSN electronic,2016,42
2198-7823,International Journal Coal Science Technology,International Journal of Coal Science & Technology,E OA,40789,"China Coal Society, co-published with Springer",English,1,6,1,Fully Open Access,Chinese Library of Science. Available in electronic format only. Open Access.,other,ISSN electronic,2015,39
2198-7823,International Journal Coal Science Technology,International Journal of Coal Science & Technology,E OA,40789,"China Coal Society, co-published with Springer",English,1,6,1,Fully Open Access,Chinese Library of Science. Available in electronic format only. Open Access.,other,ISSN electronic,2018,36
2198-7823,International Journal Coal Science Technology,International Journal of Coal Science & Technology,E OA,40789,"China Coal Society, co-published with Springer",English,1,6,1,Fully Open Access,Chinese Library of Science. Available in electronic format only. Open Access.,other,ISSN electronic,2017,33
1937-1217,International Journal Cognitive Therapy,International Journal of Cognitive Therapy,E,41811,Springer,English,1,12,4,Hybrid (Open Choice),Take-over in 2018. Former publisher: Guilford Press. Available in electronic format only.,Springer,ISSN electronic,2018,21
1432-1262,International Journal Colorectal Disease,International Journal of Colorectal Disease,E OF S,384,Springer,English,1,34,12,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2015,369
1432-1262,International Journal Colorectal Disease,International Journal of Colorectal Disease,E OF S,384,Springer,English,1,34,12,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2016,261
1432-1262,International Journal Colorectal Disease,International Journal of Colorectal Disease,E OF S,384,Springer,English,1,34,12,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2018,214
1432-1262,International Journal Colorectal Disease,International Journal of Colorectal Disease,E OF S,384,Springer,English,1,34,12,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2017,203
2234-1315,International Journal Concrete Structures Materials,International Journal of Concrete Structures and Materials,E OA C,40069,Springer,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,60
2234-1315,International Journal Concrete Structures Materials,International Journal of Concrete Structures and Materials,E OA C,40069,Springer,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,55
2234-1315,International Journal Concrete Structures Materials,International Journal of Concrete Structures and Materials,E OA C,40069,Springer,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,44
2234-1315,International Journal Concrete Structures Materials,International Journal of Concrete Structures and Materials,E OA C,40069,Springer,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,26
2366-0074,International Journal Corporate Social Responsibility,International Journal of Corporate Social Responsibility,E OA OF S C,40991,Springer,English,1,4,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,14
2366-0074,International Journal Corporate Social Responsibility,International Journal of Corporate Social Responsibility,E OA OF S C,40991,Springer,English,1,4,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,12
2366-0074,International Journal Corporate Social Responsibility,International Journal of Corporate Social Responsibility,E OA OF S C,40991,Springer,English,1,4,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,10
2192-6395,International Journal Disaster Risk Science,International Journal of Disaster Risk Science,E OA,13753,"Beijing Normal University Press, co-published with Springer",English,1,10,4,Fully Open Access,Chinese Library of Science. Available in electronic format only. Open Access.,other,ISSN electronic,2017,45
2192-6395,International Journal Disaster Risk Science,International Journal of Disaster Risk Science,E OA,13753,"Beijing Normal University Press, co-published with Springer",English,1,10,4,Fully Open Access,Chinese Library of Science. Available in electronic format only. Open Access.,other,ISSN electronic,2015,41
2192-6395,International Journal Disaster Risk Science,International Journal of Disaster Risk Science,E OA,13753,"Beijing Normal University Press, co-published with Springer",English,1,10,4,Fully Open Access,Chinese Library of Science. Available in electronic format only. Open Access.,other,ISSN electronic,2016,35
2192-6395,International Journal Disaster Risk Science,International Journal of Disaster Risk Science,E OA,13753,"Beijing Normal University Press, co-published with Springer",English,1,10,4,Fully Open Access,Chinese Library of Science. Available in electronic format only. Open Access.,other,ISSN electronic,2018,31
1437-3262,International Journal Earth Sciences,International Journal of Earth Sciences,E OF S,531,Springer,English,1,108,8,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2015,157
1437-3262,International Journal Earth Sciences,International Journal of Earth Sciences,E OF S,531,Springer,English,1,108,8,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2016,144
1437-3262,International Journal Earth Sciences,International Journal of Earth Sciences,E OF S,531,Springer,English,1,108,8,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2017,140
1437-3262,International Journal Earth Sciences,International Journal of Earth Sciences,E OF S,531,Springer,English,1,108,8,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2018,73
1833-2595,International Journal Educational Integrity,International Journal for Educational Integrity,E OA C,40979,Springer,English,1,15,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,12
1833-2595,International Journal Educational Integrity,International Journal for Educational Integrity,E OA C,40979,Springer,English,1,15,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,7
1833-2595,International Journal Educational Integrity,International Journal for Educational Integrity,E OA C,40979,Springer,English,1,15,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,6
1833-2595,International Journal Educational Integrity,International Journal for Educational Integrity,E OA C,40979,Springer,English,1,15,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,5
2365-9440,International Journal Educational Technology Higher Education,International Journal of Educational Technology in Higher Education,E OA C,41239,Springer,English,1,16,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,44
2365-9440,International Journal Educational Technology Higher Education,International Journal of Educational Technology in Higher Education,E OA C,41239,Springer,English,1,16,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,42
2365-9440,International Journal Educational Technology Higher Education,International Journal of Educational Technology in Higher Education,E OA C,41239,Springer,English,1,16,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,38
1865-1380,International Journal Emergency Medicine,International Journal of Emergency Medicine,E OA S C,12245,Springer,English,1,12,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,62
1865-1380,International Journal Emergency Medicine,International Journal of Emergency Medicine,E OA S C,12245,Springer,English,1,12,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,38
1865-1380,International Journal Emergency Medicine,International Journal of Emergency Medicine,E OA S C,12245,Springer,English,1,12,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,33
1865-1380,International Journal Emergency Medicine,International Journal of Emergency Medicine,E OA S C,12245,Springer,English,1,12,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,28
2251-6832,International Journal Energy Environmental Engineering,International Journal of Energy and Environmental Engineering,E OA OF,40095,Springer,English,1,10,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,42
2251-6832,International Journal Energy Environmental Engineering,International Journal of Energy and Environmental Engineering,E OA OF,40095,Springer,English,1,10,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,30
2251-6832,International Journal Energy Environmental Engineering,International Journal of Energy and Environmental Engineering,E OA OF,40095,Springer,English,1,10,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,28
2251-6832,International Journal Energy Environmental Engineering,International Journal of Energy and Environmental Engineering,E OA OF,40095,Springer,English,1,10,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,27
1475-9276,International Journal Equity Health,International Journal for Equity in Health,E OA C,12939,BioMed Central,English,1,18,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2017,216
1475-9276,International Journal Equity Health,International Journal for Equity in Health,E OA C,12939,BioMed Central,English,1,18,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2016,205
1475-9276,International Journal Equity Health,International Journal for Equity in Health,E OA C,12939,BioMed Central,English,1,18,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2015,157
1475-9276,International Journal Equity Health,International Journal for Equity in Health,E OA C,12939,BioMed Central,English,1,18,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2018,150
2196-2804,International Journal Food Contamination,International Journal of Food Contamination,E OA C,40550,Springer,English,1,6,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,22
2196-2804,International Journal Food Contamination,International Journal of Food Contamination,E OA C,40550,Springer,English,1,6,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,17
2196-2804,International Journal Food Contamination,International Journal of Food Contamination,E OA C,40550,Springer,English,1,6,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,17
2196-2804,International Journal Food Contamination,International Journal of Food Contamination,E OA C,40550,Springer,English,1,6,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,8
2198-2783,International Journal Geo-Engineering,International Journal of Geo-Engineering,E OA C,40703,Springer,English,1,10,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,30
2198-2783,International Journal Geo-Engineering,International Journal of Geo-Engineering,E OA C,40703,Springer,English,1,10,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,23
2198-2783,International Journal Geo-Engineering,International Journal of Geo-Engineering,E OA C,40703,Springer,English,1,10,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,14
2198-2783,International Journal Geo-Engineering,International Journal of Geo-Engineering,E OA C,40703,Springer,English,1,10,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,14
1476-072X,International Journal Health Geographics,International Journal of Health Geographics,E OA C,12942,BioMed Central,English,1,18,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2017,47
1476-072X,International Journal Health Geographics,International Journal of Health Geographics,E OA C,12942,BioMed Central,English,1,18,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2016,44
1476-072X,International Journal Health Geographics,International Journal of Health Geographics,E OA C,12942,BioMed Central,English,1,18,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2015,37
1476-072X,International Journal Health Geographics,International Journal of Health Geographics,E OA C,12942,BioMed Central,English,1,18,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2018,34
2198-4034,International Journal Implant Dentistry,International Journal of Implant Dentistry,E OA C,40729,Springer,English,1,5,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,50
2198-4034,International Journal Implant Dentistry,International Journal of Implant Dentistry,E OA C,40729,Springer,English,1,5,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,32
2198-4034,International Journal Implant Dentistry,International Journal of Implant Dentistry,E OA C,40729,Springer,English,1,5,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,32
2198-4034,International Journal Implant Dentistry,International Journal of Implant Dentistry,E OA C,40729,Springer,English,1,5,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,27
2228-5547,International Journal Industrial Chemistry,International Journal of Industrial Chemistry,E OA OF,40090,Springer,English,1,10,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,47
2228-5547,International Journal Industrial Chemistry,International Journal of Industrial Chemistry,E OA OF,40090,Springer,English,1,10,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,35
2228-5547,International Journal Industrial Chemistry,International Journal of Industrial Chemistry,E OA OF,40090,Springer,English,1,10,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,24
2228-5547,International Journal Industrial Chemistry,International Journal of Industrial Chemistry,E OA OF,40090,Springer,English,1,10,4,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,19
1955-2505,International Journal Interactive Design Manufacturing IJIDeM,International Journal on Interactive Design and Manufacturing (IJIDeM),E OF,12008,Springer,English,1,13,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2017,86
1955-2505,International Journal Interactive Design Manufacturing IJIDeM,International Journal on Interactive Design and Manufacturing (IJIDeM),E OF,12008,Springer,English,1,13,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2016,71
1955-2505,International Journal Interactive Design Manufacturing IJIDeM,International Journal on Interactive Design and Manufacturing (IJIDeM),E OF,12008,Springer,English,1,13,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2018,57
1955-2505,International Journal Interactive Design Manufacturing IJIDeM,International Journal on Interactive Design and Manufacturing (IJIDeM),E OF,12008,Springer,English,1,13,4,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2015,38
1865-4584,International Journal Ion Mobility Spectrometry,International Journal for Ion Mobility Spectrometry,E OF S,12127,Springer,English,1,22,2,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2016,26
1865-4584,International Journal Ion Mobility Spectrometry,International Journal for Ion Mobility Spectrometry,E OF S,12127,Springer,English,1,22,2,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2015,22
1865-4584,International Journal Ion Mobility Spectrometry,International Journal for Ion Mobility Spectrometry,E OF S,12127,Springer,English,1,22,2,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2017,15
1865-4584,International Journal Ion Mobility Spectrometry,International Journal for Ion Mobility Spectrometry,E OF S,12127,Springer,English,1,22,2,Hybrid (Open Choice),Available in electronic format only.,Springer,ISSN electronic,2018,12
2198-2791,International Journal Mechanical Materials Engineering,International Journal of Mechanical and Materials Engineering,E OA C,40712,Springer,English,1,14,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2015,26
2198-2791,International Journal Mechanical Materials Engineering,International Journal of Mechanical and Materials Engineering,E OA C,40712,Springer,English,1,14,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2017,19
2198-2791,International Journal Mechanical Materials Engineering,International Journal of Mechanical and Materials Engineering,E OA C,40712,Springer,English,1,14,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2016,14
2198-2791,International Journal Mechanical Materials Engineering,International Journal of Mechanical and Materials Engineering,E OA C,40712,Springer,English,1,14,1,Fully Open Access,Available in electronic format only. Open Access.,Springer,ISSN electronic,2018,9
1752-4458,International Journal Mental Health Systems,International Journal of Mental Health Systems,E OA C,13033,BioMed Central,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2016,75
1752-4458,International Journal Mental Health Systems,International Journal of Mental Health Systems,E OA C,13033,BioMed Central,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2017,71
1752-4458,International Journal Mental Health Systems,International Journal of Mental Health Systems,E OA C,13033,BioMed Central,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2018,52
1752-4458,International Journal Mental Health Systems,International Journal of Mental Health Systems,E OA C,13033,BioMed Central,English,1,13,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2015,40
2049-3169,International Journal Oral Science,International Journal of Oral Science,E OA C,41368,Springer Nature,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer Nature,ISSN electronic,2018,30
2049-3169,International Journal Oral Science,International Journal of Oral Science,E OA C,41368,Springer Nature,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer Nature,ISSN electronic,2017,28
2049-3169,International Journal Oral Science,International Journal of Oral Science,E OA C,41368,Springer Nature,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer Nature,ISSN electronic,2016,28
2049-3169,International Journal Oral Science,International Journal of Oral Science,E OA C,41368,Springer Nature,English,1,11,4,Fully Open Access,Available in electronic format only. Open Access.,Springer Nature,ISSN electronic,2015,28
1687-9856,International Journal Pediatric Endocrinology,International Journal of Pediatric Endocrinology,E OA C,13633,BioMed Central,English,1,2019,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2015,205
1687-9856,International Journal Pediatric Endocrinology,International Journal of Pediatric Endocrinology,E OA C,13633,BioMed Central,English,1,2019,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2016,21
1687-9856,International Journal Pediatric Endocrinology,International Journal of Pediatric Endocrinology,E OA C,13633,BioMed Central,English,1,2019,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2017,15
1687-9856,International Journal Pediatric Endocrinology,International Journal of Pediatric Endocrinology,E OA C,13633,BioMed Central,English,1,2019,1,Fully Open Access,Available in electronic format only. Open Access.,BioMed Central,ISSN electronic,2018,8
